set_id,year,pieces,t1,descr
42-1,1977,1,Service Packs,Motor Case / Lower Part
4210-1,2008,450,Town,Coast Guard Platform
421-1,1966,176,Classic,1 x 2 Bricks
4211-1,1998,53,Universal Building Set,Starter Set 100
421-2,1966,100,Classic,2 eights 2 sixes 2 fours 8 twos 6 ones (The Building Toy)
4212-1,1998,95,Universal Building Set,Starter Set 200
4212838-1,2004,62,Seasonal,LEGO Stores Easter Chick for 2004
4212847-1,2004,99,Seasonal,LEGO Stores Easter Chick in egg for 2004
4212852-1,2004,178,Seasonal,LEGO Stores Easter Opening Egg for 2004 - Blue
4213-1,1998,519,Universal Building Set,Super Set 200
4214-1,1998,264,Universal Building Set,Medium Bucket
4215-1,1998,264,Universal Building Set,Starter Set 300
4216-1,1998,509,Universal Building Set,Super Set 100
4217-1,1998,215,Universal Building Set,Playdesk and Bricks
4219-1,1998,288,Universal Building Set,Brick Pack 100
4220-1,1998,428,Universal Building Set,Large Box of Bricks
422-1,1966,28,Classic,"1 x 1, 1 x 2, 1 x 4, 1 x 6, 1 x 8 Bricks"
4221-1,1998,65,Universal Building Set,Challenger Set 100
4222-1,1998,363,Universal Building Set,Challenger Set 300
4223-1,1999,548,Universal Building Set,Challenger Set 400 with Motor
4224-1,1998,363,Universal Building Set,Medium Bucket
4225-1,1998,244,Universal Building Set,Challenger Set 350
4228383-1,2003,3,Bionicle,Vakama Promotional Set (Woolworth's Exclusive)
4229-1,1998,812,Universal Building Set,Brick Pack 300
4232-1,1998,30,Freestyle,Freestyle Set
423-3,1966,84,Classic,Curved and Round Bricks (The Building Toy)
4239-1,1998,38,Freestyle,Freestyle Set
4243532-1,2004,35,Racers,Stunt Pack
4243534-1,2004,35,Racers,Racers Hazard Kit
4244-1,1998,420,Freestyle,Large Bulk Bucket
425-1,1976,21,Legoland,Fork Lift
4254-1,1998,309,Freestyle,Freestyle Playdesk
4258-1,1998,1009,Freestyle,Big Box Play Scape
426-1,1966,7,Classic,7 Named Beams (The Building Toy)
4267-1,1998,468,Freestyle,Large Bucket
427-1,1966,8,Classic,8 Plates 2 x 8 (The Building Toy)
4271-1,1998,180,Freestyle,FreeStyle Box
4274-1,1998,508,Freestyle,Freestyle Playdesk
4277206-1,2005,72,Clikits,Letters and Keyring
4278-1,2003,1000,Creator,Blue Tub
4279-1,2003,1002,Creator,CREATOR Strata Red {Red Tub}
4280-1,1998,39,Freestyle,Freestyle Trial Size
428-1,1966,5,Classic,5 Plates 4 x 8 (The Building Toy)
4281-1,1999,25,Universal Building Set,Classic Trial Size
4282-1,1999,37,Universal Building Set,Classic Trial Size
4283-1,2000,53,Universal Building Set,Classic Trial Box
4284-1,1999,123,Universal Building Set,Classic Trial Size
4285-1,1999,256,Universal Building Set,Small Bucket
4285968-1,2005,47,Racers,Transformation Kit Dirt Crusher (Red)
4285969-1,2005,47,Racers,Transformation Kit Dirt Crusher (Blue)
4285970-1,2005,47,Racers,Transformation Kit Dirt Crusher (Green)
4286013-1,2005,10,Racers,Big Wheels Pack Dirt Crusher (Red)
4286024-1,2005,10,Racers,Big Wheels Pack Dirt Crusher (Blue)
4286025-1,2005,10,Racers,Big Wheels Pack Dirt Crusher (Green)
4286784-1,2005,6,Racers,Dirt Crusher Gearbox with Light
4287082-1,2005,10,Racers,Antenna Pack for Dirt Crusher
4287744-1,2005,2,Town,City Value Pack - 7241 7246 - shrinkwrapped Target Country in Australia
4288-1,1999,404,Universal Building Set,Large Bucket
429-1,1966,4,Classic,4 Plates 6 x 8 (The Building Toy)
4291-1,1999,770,Universal Building Set,Classic Build & Store Tub
4293-1,1999,817,Universal Building Set,Classic Value Pack
4294-1,2002,16,Universal Building Set,Helicopter ANA Promotional Set
4297-1,2002,19,Racers,Lightning Streak
4298-1,2002,22,Racers,Blue Power
4299-1,2002,17,Racers,Nesquik Quicky Racer
4-3,1973,234,Universal Building Set,Basic Set
4300-1,2003,21,Racers,Green Racer
430-1,1975,18,Legoland,Biplane
4301-1,2003,24,Racers,Blue Racer
430-2,1966,6,Classic,Six Trees and Bushes (The Building Toy)
4304-1,1998,24,Town,Chopper Cop
4305-1,1997,36,Space,Xcyber
4306-1,1980,15,Hobby Sets,Rings
4308-1,2004,28,Racers,Racing Car
4309-1,2004,31,Racers,Blue Racer
4310-1,2004,24,Racers,Orange Racer
431-1,1966,13,Classic,Gas Station (The Building Toy)
432-1,1966,8,Classic,Road Signs (The Building Toy)
433-1,1966,6,Classic,6 Street Lamps with Curved Top (The Building Toy)
4335-1,2004,50,X-Pod,Black Robots Pod
4336-1,1980,48,4 Juniors,Picture Frame and Mirror
4337-1,2005,52,X-Pod,Dragon Pod
4338-1,2005,49,X-Pod,Monster Pod
4339-1,2005,56,X-Pod,Aqua Pod
434-1,1966,50,Classic,50 lettered bricks (The Building Toy)
4346-1,2004,50,X-Pod,Robo Pod
4346-2,2004,47,X-Pod,Robo Pod (Polybag)
4346-3,2004,50,X-Pod,Robo Pod (Toy Fair Nuernberg Promotion)
4347-1,2004,40,X-Pod,Auto Pod
4347-2,2004,37,X-Pod,Auto Pod (Polybag)
4347-3,2004,40,X-Pod,Auto Pod (Toy Fair Nuernberg Promotion)
4348-1,2004,36,X-Pod,Aero Pod
4348-2,2004,33,X-Pod,Aero Pod (Polybag)
4348-3,2004,36,X-Pod,Aero Pod (Toy Fair Nuernberg Promotion)
4349-1,2004,44,X-Pod,Wild Pod
4349-2,2004,41,X-Pod,Wild Pod (polybag)
4349-3,2004,44,X-Pod,Wild Pod (Toy Fair Nuernberg Promotion)
435-1,1976,23,Legoland,Tipper Truck
435-2,1966,3,Classic,Garage Plate and Door (The Building Toy)
437-1,1966,50,Classic,50 numbered bricks (The Building Toy)
4-4,1970,218,Minitalia,Large House Set
44000-1,2013,103,Hero Factory,Furno XL
4400-1,2003,705,Creator,Creations and Bricks {Red Tub}
44001-1,2013,50,Hero Factory,Pyrox
44002-1,2013,43,Hero Factory,Rocka
44003-1,2013,46,Hero Factory,Scarox
44004-1,2013,50,Hero Factory,Bulk
44005-1,2013,62,Hero Factory,Bruizer
44006-1,2013,49,Hero Factory,Breez
44007-1,2013,59,Hero Factory,Ogrum
44008-1,2013,66,Hero Factory,Surge
44009-1,2013,151,Hero Factory,Dragon Bolt
44010-1,2013,68,Hero Factory,Stormer
4401-1,2003,110,Designer Sets,Little Creations
44011-1,2013,60,Hero Factory,Frost Beast
44012-1,2013,51,Hero Factory,Evo
44013-1,2013,43,Hero Factory,Aquagon
44014-1,2013,285,Hero Factory,Jet Rocka
44015-1,2014,50,Hero Factory,EVO Walker
44016-1,2014,49,Hero Factory,JAW Beast vs. STORMER
44017-1,2014,87,Hero Factory,STORMER Freeze Machine
44018-1,2014,78,Hero Factory,FURNO Jet Machine
44019-1,2014,88,Hero Factory,ROCKA Stealth Machine
44020-1,2014,91,Hero Factory,FLYER Beast vs. BREEZ
4402-1,2003,549,Designer Sets,Sea Riders
44021-1,2014,108,Hero Factory,SPLITTER Beast vs. FURNO & EVO
44022-1,2014,192,Hero Factory,EVO XL Machine
44023-1,2014,49,Hero Factory,ROCKA Crawler
44024-1,2014,59,Hero Factory,TUNNELER Beast vs. SURGE
44025-1,2014,111,Hero Factory,BULK Drill Machine
44026-1,2014,83,Hero Factory,CRYSTAL Beast vs. BULK
44027-1,2014,101,Hero Factory,BREEZ Flea Machine
44028-1,2014,187,Hero Factory,SURGE & ROCKA Combat Machine
44029-1,2014,216,Hero Factory,"QUEEN Beast vs. FURNO, EVO & STORMER"
4403-1,2003,705,Designer Sets,Air Blazers
4404-1,2003,769,Designer Sets,Land Busters
4405-1,2003,1305,Creator,Large Creator Bucket
4406-1,2004,506,Creator,Buildings
4407-1,2004,302,Creator,Transportation
4408-1,2004,202,Creator,Animals
4410-1,2004,500,Creator,Build and Create
4411-1,2004,1200,Creator,Blue Strata XXL
4412-1,2004,200,Creator,Einfallsreiches Bauen [Imaginative Building]
4413-1,2005,57,X-Pod,Arachno Pod
4414-1,2004,500,Creator,LEGO Creator Bucket
4415-1,2006,56,X-Pod,Auto Pod
4416-1,2006,64,X-Pod,Robo Pod
4417-1,2006,60,X-Pod,Aero Pod
4418-1,2006,55,X-Pod,Dino Pod
442-1,1979,39,Space,Space Shuttle
4421-1,2005,1000,Creator,Box of Bricks
4423-1,2005,800,Creator,LEGO Creator Handy Box
4425-1,2004,2000,Creator,Better Building More Fun
4427-1,2012,50,Town,Fire ATV
4428-1,2012,24,Seasonal,"Advent Calendar 2012, City"
4428-10,2012,5,Seasonal,"Advent Calendar 2012, City (Day  9) Mechanic with Wrench"
4428-11,2012,10,Seasonal,"Advent Calendar 2012, City (Day 10) Wheel Dolly with Wheels"
4428-12,2012,13,Seasonal,"Advent Calendar 2012, City (Day 11) Firefighter's ATV without Wheels"
4428-13,2012,5,Seasonal,"Advent Calendar 2012, City (Day 12) Female Firefighter"
4428-14,2012,8,Seasonal,"Advent Calendar 2012, City (Day 13) Desk with Computer and Chair"
4428-15,2012,5,Seasonal,"Advent Calendar 2012, City (Day 14) Box with Burning Logs"
4428-16,2012,16,Seasonal,"Advent Calendar 2012, City (Day 15) Wall with Safety Equipment"
4428-17,2012,5,Seasonal,"Advent Calendar 2012, City (Day 16) Girl with Snowball"
4428-18,2012,15,Seasonal,"Advent Calendar 2012, City (Day 17) Catapult"
4428-19,2012,6,Seasonal,"Advent Calendar 2012, City (Day 18) Dog and Hydrant"
4428-2,2012,5,Seasonal,"Advent Calendar 2012, City (Day  1) Fireman with Loudhailer"
4428-20,2012,5,Seasonal,"Advent Calendar 2012, City (Day 19) Firefighter with Cup"
4428-21,2012,7,Seasonal,"Advent Calendar 2012, City (Day 20) Wheelbarrow with Spade and Snow"
4428-22,2012,9,Seasonal,"Advent Calendar 2012, City (Day 21) Warning Lights and Sign"
4428-23,2012,8,Seasonal,"Advent Calendar 2012, City (Day 22) Santa's Sled"
4428-24,2012,16,Seasonal,"Advent Calendar 2012, City (Day 23) Wrapped Gifts"
4428-25,2012,13,Seasonal,"Advent Calendar 2012, City (Day 24) Santa on Snowmobile"
4428-3,2012,8,Seasonal,"Advent Calendar 2012, City (Day 2) Chainsaw with Logs"
4428-4,2012,16,Seasonal,"Advent Calendar 2012, City (Day 3) Christmas Tree"
4428-5,2012,8,Seasonal,"Advent Calendar 2012, City (Day 4) Stairs and Star for Tree"
4428-6,2012,17,Seasonal,"Advent Calendar 2012, City (Day 5) Wall with Fireman Equipment"
4428-7,2012,5,Seasonal,"Advent Calendar 2012, City (Day  6) Boy with Snowball"
4428-8,2012,17,Seasonal,"Advent Calendar 2012, City (Day 7) Toy Fire Engine with Remote"
4428-9,2012,24,Seasonal,"Advent Calendar 2012, City (Day 8) Wall with Ski Equipment"
4429-1,2012,425,Town,Helicopter Rescue
442A-1,1971,6,Classic,6 International Flags (The Building Toy)
442B-1,1971,6,Classic,6 International Flags (The Building Toy)
4430-1,2012,508,Town,Mobile Fire Command Center
4431-1,2012,198,Town,Ambulance
4432-1,2012,207,Town,Garbage Truck
4433-1,2012,205,Town,Dirt Bike Transporter
4434-1,2012,221,Town,Tipper Truck
4435-1,2012,217,Town,Car and Caravan
4436-1,2012,96,Town,Patrol Car
4437-1,2012,119,Town,Police Pursuit
4438-1,2012,316,Town,Robbers' Hideout
4439-1,2012,378,Town,Heavy-Duty Helicopter
4440-1,2012,632,Town,Forest Police Station
4441-1,2012,303,Town,Police Dog Van
4442-1,2012,101,Town,Glider
4443-1,2002,4,Sports,Coca-Cola Defender 1
4444-1,2002,4,Sports,Coca-Cola Defender 2
4445-1,2002,4,Sports,Coca-Cola Middle Fielder 1
4446-1,2002,4,Sports,Coca-Cola Forward 1
4447-1,2002,4,Sports,Coca-Cola Forward 2
4448-1,2002,4,Sports,Coca-Cola Defender 3
4449-1,2002,4,Sports,Coca-Cola Defender 4
4450-1,2002,4,Sports,Coca-Cola Middle Fielder 2
445062-1,2004,2,Star Wars,Star Wars Co-Pack of 4500 and 4504
445-1,1976,39,Legoland,Police Units
4451-1,2002,4,Sports,Coca-Cola Forward 3
445-2,1966,3,Classic,Lighting Device Pack (The Building Toy)
4452-1,2002,4,Sports,Coca-Cola Forward 4
4453-1,2002,4,Sports,Coca-Cola Goal Keeper
4454-1,2002,6,Sports,Coca-Cola Referee
4455-1,2002,6,Sports,Coca-Cola Hotdog Girl
4456-1,2002,5,Sports,Coca-Cola Doctor
4457-1,2002,4,Sports,Coca-Cola TV Cameraman
4458-1,2002,11,Sports,Coca-Cola TV Camera
4459-1,2002,4,Sports,Coca-Cola PK Kicker
445A-1,1970,8,Classic,Lighting Device Pack with Improved Plugs (The Building Toy)
4460-1,2002,7,Sports,Coca-Cola Goal
4461-1,2002,7,Sports,Coca-Cola Bench
4462-1,2002,18,Sports,Coca-Cola Hotdog Trolley
4463-1,2002,16,Sports,Coca-Cola Light
4464-1,2002,7,Sports,Coca-Cola Bottle Case
4465-1,2002,6,Sports,Coca-Cola Vending Machine
4466-1,2002,3,Sports,Coca-Cola Sign Board
4467-1,2002,3,Sports,Coca-Cola Stretcher
4468-1,2002,9,Sports,Coca-Cola Stand
4469-1,2002,8,Sports,Coca-Cola Drink Stand
4470-1,2002,2,Sports,Coca-Cola Ball
4471-1,2002,4,Sports,Coca-Cola Secret A
4472-1,2002,4,Sports,Coca-Cola Secret B
4473-1,2013,106,Town,Police Helicopter
4475-1,2003,46,Star Wars,Jabba's Message
4476-1,2003,40,Star Wars,Jabba's Prize
4477-1,2003,98,Star Wars,T-16 Skyhopper
4478-1,2003,171,Star Wars,"Geonosian Fighter, Black Box"
4478-2,2004,153,Star Wars,Geonosian Fighter Blue Box
4479-1,2003,229,Star Wars,TIE Bomber
4480-1,2003,234,Star Wars,Jabba's Palace
4481-1,2003,681,Star Wars,Hailfire Droid
4482-1,2003,650,Star Wars,AT-TE
4483-1,2003,1070,Star Wars,"AT-AT, black box"
4483-2,2004,1080,Star Wars,"AT-AT, blue box"
4484-1,2003,72,Star Wars,X-wing Fighter & TIE Advanced - Mini
4485-1,2003,72,Star Wars,Sebulba's Podracer & Anakin's Podracer - Mini
4486-1,2003,76,Star Wars,AT-ST & Snowspeeder - Mini
4487-1,2003,53,Star Wars,Jedi Starfighter & Slave I - Mini
4488-1,2003,87,Star Wars,Millennium Falcon - Mini
4489-1,2003,98,Star Wars,AT-AT - Mini
4490-1,2003,102,Star Wars,Republic Gunship - Mini
4491-1,2003,99,Star Wars,Trade Federation MTT - Mini
4492-1,2004,87,Star Wars,Imperial Star Destroyer - Mini
4493-1,2004,55,Star Wars,Sith Infiltrator - Mini
4494-1,2004,82,Star Wars,Imperial Shuttle - Mini
4495-1,2004,63,Star Wars,AT-TE - Mini
4495173-1,2006,705,Creator,LEGO Creative Building Set
4496-1,2004,1000,Creator,Fun with Building Tub
4496-2,2005,1000,Creator,50th Anniversary Tub
4496-3,2006,798,Creator,Fun with Building Tub - Reissue
4497-1,2004,1000,Creator,Pretend and Create
4499536-1,2007,4,Town,Offre Speciale 4 Boites (7236 7238 7235 7241)
45000-1,2013,120,Educational and Dacta,Creative Builder
4500-1,2003,211,Star Wars,"Rebel Snowspeeder (redesign), Blue box"
45001-1,2013,104,Educational and Dacta,Playground
4500-2,2004,211,Star Wars,"Rebel Snowspeeder (redesign), Original Trilogy Edition box"
45002-1,2013,92,Educational and Dacta,Tech Machines Set
45003-1,2013,84,Educational and Dacta,LEGO Soft Bricks Set
45007-1,2014,152,Duplo,Large Farm
450-1,1973,42,Legoland,Fork Lift
4501-1,2003,197,Star Wars,"Mos Eisley Cantina, Blue box"
4501-2,2004,194,Star Wars,"Mos Eisley Cantina, Original Trilogy Edition box"
4502-1,2003,566,Star Wars,"X-wing Fighter (Dagobah), Blue box"
4502-2,2004,565,Star Wars,"X-wing Fighter (Dagobah), Original Trilogy Edition box"
4504-1,2003,979,Star Wars,"Millennium Falcon (Redesign), Blue box"
4504-2,2003,979,Star Wars,"Millennium Falcon (Redesign), Original Trilogy Edition box"
4505-1,2004,168,Designer Sets,Sea Machines
4506-1,2004,353,Designer Sets,Deep Sea Predators
4507-1,2004,726,Designer Sets,Prehistoric Creatures
4508-1,2004,784,Designer Sets,Titan XP
45100-1,2013,1146,Educational and Dacta,Story Starter Core Set
451-1,1966,12,Classic,"1 x 6 x 3 Window, Red or White"
45110-1,2013,204,Educational and Dacta,BuildToExpress Set
4511-1,2003,335,Train,High Speed Train
45120-1,2014,2018,Educational and Dacta,LearnToLearn Core set
4512-1,2003,546,Train,Cargo Train
4513-1,2003,350,Train,Grand Central Station
4514-1,2003,176,Train,Cargo Crane
4515-1,1991,8,Train,Straight Rails
4518-1,2004,805,Creator,Creator Set
4519-1,1999,1,Train,Rail Crossing
4520-1,1991,8,Train,Curved Rails
452-1,1979,79,Space,Mobile Ground Tracking Station
4521221-1,2007,3,Gear,Gold chrome plated C-3PO
452-2,1966,16,Classic,"1 x 6 x 2 Window, Red or White"
4524081-1,2007,0,Mindstorms,Mindstorms NXT CD
4524-1,2002,24,Seasonal,Advent Calendar 2002 Creator
4524-10,2002,18,Seasonal,Advent Calendar 2002 Creator (Day  9) Space Buggy
4524-11,2002,8,Seasonal,Advent Calendar 2002 Creator (Day 10) Dinosaur
4524-12,2002,10,Seasonal,Advent Calendar 2002 Creator (Day 11) Speedboat
4524-13,2002,10,Seasonal,Advent Calendar 2002 Creator (Day 12) Reindeer
4524-14,2002,15,Seasonal,Advent Calendar 2002 Creator (Day 13) Snowman
4524-15,2002,11,Seasonal,Advent Calendar 2002 Creator (Day 14) Jet Ski
4524-16,2002,10,Seasonal,Advent Calendar 2002 Creator (Day 15) Duck
4524-17,2002,9,Seasonal,Advent Calendar 2002 Creator (Day 16) Police Boat
4524-18,2002,9,Seasonal,Advent Calendar 2002 Creator (Day 17) Whale
4524-19,2002,11,Seasonal,Advent Calendar 2002 Creator (Day 18) Space Shuttle
4524-2,2002,10,Seasonal,Advent Calendar 2002 Creator (Day  1) Squirrel
4524-20,2002,9,Seasonal,Advent Calendar 2002 Creator (Day 19) Parrot
4524-21,2002,10,Seasonal,Advent Calendar 2002 Creator (Day 20) Steamship
4524-22,2002,10,Seasonal,Advent Calendar 2002 Creator (Day 21) Building
4524-23,2002,11,Seasonal,Advent Calendar 2002 Creator (Day 22) Helicopter
4524-24,2002,11,Seasonal,Advent Calendar 2002 Creator (Day 23) Tree
4524-25,2002,8,Seasonal,Advent Calendar 2002 Creator (Day 24) Present
4524-3,2002,1,Seasonal,Advent Calendar 2002 Creator (Day  2) Boy
4524-4,2002,11,Seasonal,Advent Calendar 2002 Creator (Day  3) Fireplace
4524-5,2002,10,Seasonal,Advent Calendar 2002 Creator (Day  4) Santa
4524-6,2002,15,Seasonal,Advent Calendar 2002 Creator (Day  5) Car
4524-7,2002,10,Seasonal,Advent Calendar 2002 Creator (Day  6) Penguin
4524-8,2002,1,Seasonal,Advent Calendar 2002 Creator (Day  7) Girl
4524-9,2002,11,Seasonal,Advent Calendar 2002 Creator (Day  8) Dog with hat
4525-1,1994,84,Train,Road and Rail Repair
4526-1,2012,40,Super Heroes,Batman
4527-1,2012,57,Super Heroes,The Joker
4528-1,2012,38,Super Heroes,Green Lantern
4529-1,2012,44,Super Heroes,Iron Man
4530-1,2012,39,Super Heroes,The Hulk
453-1,1979,2,Space,Two Crater Plates
4531-1,1991,6,Train,Manual Points
453-2,1966,16,Classic,"1 x 6 x 2 Shuttered Windows, Red or White"
4532-1,1996,135,Train,Manual Level Crossing
4533-1,1999,57,Train,Train Track Snow Remover
4534-1,2002,34,Train,LEGO Express
4535-1,2002,754,Train,LEGO Express Deluxe
4536-1,1991,165,Train,Blue Hopper Car
4537-1,1993,173,Train,Octan Twin Tank Rail Tanker
4538-1,2004,200,Creator,Special Edition
4539-1,1991,115,Train,Manual Level Crossing
4540315-1,2009,480,Creator,LEGO Creative Bucket (TRU Exclusive)
454-1,1979,2,Space,Two Lunar Landing Plates
4541-1,1999,126,Train,Rail and Road Service Truck
454-2,1966,18,Classic,"1 x 4 x 2 Window, Red or White"
4543-1,1991,179,Train,Railroad Tractor Flatbed
4544-1,1994,142,Train,Car Transport Wagon with Car
4546-1,1991,76,Train,Road and Rail Maintenance
4547-1,1993,292,Train,Club Car
4547551-1,2009,7,Star Wars,Darth Vader 10 Year Anniversary Promotional Minifigure
4548-1,1991,3,Train,Transformer and Speed Regulator
4548431-1,2008,701,Creator,Brick Tub 'Die Lego Show' - Limited Edition
4549-1,1993,450,Train,Container Double Stack
45500-1,2013,1,Mindstorms,EV3 Intelligent Brick
45501-1,2013,1,Mindstorms,EV3 Rechargeable DC Battery
45502-1,2013,1,Mindstorms,EV3 Large Servo Motor
45503-1,2013,1,Mindstorms,EV3 Medium Servo Motor
45504-1,2013,1,Mindstorms,EV3 Ultrasonic Sensor
45505-1,2013,1,Mindstorms,EV3 Gyro Sensor
45506-1,2013,1,Mindstorms,EV3 Color Sensor
45507-1,2013,1,Mindstorms,EV3 Touch Sensor
45508-1,2013,1,Mindstorms,EV3 Infrared Beacon
45509-1,2013,1,Mindstorms,EV3 Infrared Sensor
455-1,1976,45,Legoland,Lear Jet
4551-1,1991,313,Train,Crocodile Locomotive
45514-1,2013,7,Mindstorms,EV3 Cable Pack
455-2,1966,24,Classic,"1 x 3 x 2 Window, Red or White"
4552-1,1995,281,Train,Cargo Crane
4553-1,1999,189,Train,Train Wash
4554-1,1991,605,Train,Metro Station
45544-1,2013,546,Mindstorms,EV3 Core Set
4555-1,1995,393,Train,Cargo Station
45560-1,2013,853,Mindstorms,EV3 Expansion Set
4556-1,1999,232,Train,Train Station
45570-1,2014,1368,Educational and Dacta,Space Challenge Set
4557-1,1999,215,Train,Freight Loading Station
4558-1,1991,786,Train,Metroliner
4559-1,1996,845,Train,Cargo Railway
4559288-1,2009,4,Power Miners,Power Miners Promotional Polybag
4559385-1,2009,4,Power Miners,{Power Miners Promotional Polybag}
4559387-1,2009,4,Power Miners,{Power Miners Promotional Polybag}
4560-1,1999,690,Train,Railway Express
456-1,1977,49,Legoland,Spirit of St. Louis
4561-1,1999,668,Train,Railway Express with Transformer and Speed Regulator
456-2,1966,30,Classic,"1 x 2 x 2 Window, Red or White"
4562-1,2004,200,Creator,Creator Box
4563-1,1991,479,Train,Load and Haul Railroad
4564-1,1994,590,Train,Freight Rail Runner
4565-1,1996,915,Train,Freight and Crane Railway
4566-1,2001,7,Racers,Gear
4567-1,2001,7,Racers,Surfer
4568-1,2001,7,Racers,Loopin
4569-1,2001,8,Racers,Warrior
4570-1,2001,7,Racers,Shredd
457-1,1966,38,Classic,"1 x 1 x 2 Window, Red or White"
4571-1,2001,7,Racers,Spiky
4572-1,2001,7,Racers,Scratch
4573-1,2001,7,Racers,Lightor
4574-1,2001,7,Racers,Rip
4575-1,2001,7,Racers,Pulse
4576-1,2001,7,Racers,Duster
4577-1,2001,7,Racers,Snake
4578-1,2001,7,Racers,Ghost
4579-1,2001,112,Racers,Ice Ramp Racers
458-1,1966,38,Classic,"1 x 2 x 1 Window, Red or White"
4582-1,2002,29,Racers,Red Bullet
4583-1,2002,31,Racers,Maverick Storm
4584-1,2002,58,Racers,Hot Scorcher
4585-1,2002,66,Racers,Nitro Pulverizer
4586-1,2002,168,Racers,Stunt Race Track
4586940-1,2010,480,Creator,Basic Set Limited Edition
4587-1,2002,193,Racers,Duel Racers
4588-1,2002,366,Racers,Off Road Race Track
4589-1,2002,135,Racers,RC-Nitro Flash
4590-1,2002,28,Racers,Flash Turbo
459-1,1966,40,Classic,"1 x 1 x 1 Window, Red or White"
4591-1,2002,28,Racers,Star Burst/Star Strike
